original_text,claims_labels,claims,text_length
"Hocker is claiming that his model shows that the long-term upward trend in CO2 is explained by temperature, when his methods actually removed the long-term trend.",SUPPORTS,hocker claiming model show longterm upward trend co2 explained temperature method actually removed longterm trend,113
"But like most claims regarding global warming, the real effect is small, probably temporary, and most likely due to natural weather patterns",SUPPORTS,like claim regarding global warming real effect small probably temporary likely due natural weather pattern,107
"there were no ice sheets covering either Greenland or West Antarctica, and much of the East Antarctic ice sheet was gone.",NOT_ENOUGH_INFO,ice sheet covering either greenland west antarctica much east antarctic ice sheet gone,86
"""Twentieth century global warming did not start until  1910.",REFUTES,twentieth century global warming not start,42
"Concentrated in the atmosphere, these gases do not allow the warmth of the sun’s rays reflected by the earth to be dispersed in space.",NOT_ENOUGH_INFO,concentrated atmosphere gas not allow warmth sun ray reflected earth dispersed space,84
That model predicted that global temperature between 1988 and 1997 would rise by 0.45°C (Figure 1).,NOT_ENOUGH_INFO,model predicted global temperature would rise 45°c figure,57
[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,SUPPORTS,climate scientist say aspect case hurricane harvey suggest global warming making bad situation worse,100
Wisconsin employers have repeatedly said in surveys that our anti-business litigation climate is one of the most important factors affecting their expansion decisions.,NOT_ENOUGH_INFO,wisconsin employer repeatedly said survey antibusiness litigation climate one important factor affecting expansion decision,123
"None of these places, which today supply much of the world’s food, will be reliable sources of any.",NOT_ENOUGH_INFO,none place today supply much world food reliable source,55
Observed sea levels are actually tracking at the upper range of the IPCC projections.,SUPPORTS,observed sea level actually tracking upper range ipcc projection,64
"Human-produced carbon might be one of the factors of climate change, but there’s simply no evidence that it is a significant one.",NOT_ENOUGH_INFO,humanproduced carbon might one factor climate change simply evidence significant one,84
"""A new storm and a new red spot on Jupiter hints at climate change, USA TODAY and dozens of other sources explained yesterday.",SUPPORTS,new storm new red spot jupiter hint climate change usa today dozen source explained yesterday,93
"And their wind and manure emit more than one third of  emissions of another, methane, which warms the world 20 times faster  than carbon dioxide.",NOT_ENOUGH_INFO,wind manure emit one third emission another methane warms world time faster carbon dioxide,90
"“In 2009, then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming.",SUPPORTS,thenbritish prime minister gordon brown predicted world day save planet global warming,86
The lack of any sunspots suggests the current solar minimum is one of the 'deepest' in 100 years.,NOT_ENOUGH_INFO,lack sunspot suggests current solar minimum one deepest year,60
There is no question whatsoever that the CO2 increase is human-caused.,SUPPORTS,question whatsoever co2 increase humancaused,44
"Al Gore's film was ""broadly accurate"" according to an expert witness called when an attempt was made through the courts to prevent the film being shown in schools.",REFUTES,gore film broadly accurate according expert witness called attempt made court prevent film shown school,103
"By regulating the Earth’s cloud cover, the Sun  can turn the temperature up and down. ...",SUPPORTS,regulating earth cloud cover sun turn temperature,49
"U.S. Sen. Ron Johnson voted to let oil and gas companies emit ""unlimited carbon pollution into our air""",NOT_ENOUGH_INFO,sen ron johnson voted let oil gas company emit unlimited carbon pollution air,77
Let’s find out by comparing the actual temperatures since 1979 with what the 32 families of climate models used in the latest U.N. report on climate science predicted they would be.,NOT_ENOUGH_INFO,let find comparing actual temperature since family climate model used latest report climate science predicted would,115
The United States has been restricting soot emissions  in Draconian fashion since the Clean Air Act of 1963.,NOT_ENOUGH_INFO,united state restricting soot emission draconian fashion since clean air act,76
Hansen's 1988 results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,NOT_ENOUGH_INFO,hansens result evidence actual climate sensitivity 3°c doubling atmospheric co2,79
"describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040",SUPPORTS,describes world worsening food shortage wildfire mass dieoff coral reef soon,76
"Global sea level data shows that sea level rise has been increasing since 1880 while future sea level rise predictions are based on  physics, not statistics.",NOT_ENOUGH_INFO,global sea level data show sea level rise increasing since future sea level rise prediction based physic not statistic,118
Human additions of CO2 are in the margin of error of current measurements and the gradual increase in CO2 is mainly from oceans degassing as the planet slowly emerges from the last ice age.,NOT_ENOUGH_INFO,human addition co2 margin error current measurement gradual increase co2 mainly ocean degassing planet slowly emerges last ice age,130
"In truth, the overwhelming majority of climate-research funding comes from the federal government and left-wing foundations.",NOT_ENOUGH_INFO,truth overwhelming majority climateresearch funding come federal government leftwing foundation,95
